review_content,sentiment
first of all i really like the color of this iron. this is so cute to hold and use it. i was little worried about the performance but i tried this on daily basis for good 5 days so far and the cloths are really neat and wrinkle free. i feel this is little bulky as compared to the iron that i used from my friends in the past but otherwise this is a good travel iron. now i don't have to worry about ironing lots of cloths before travelling to somewhere.,positive
first of all i have explored many ceiling fans. but when i saw high rating and positive reviews of this havells fan,positive
first of all as in this price range it's pretty good but the comfort while pressing keys is not good..if we press one key automatically itbis touching another key without any intention...u can buy it for 1k but above u can go logitech products...,neutral
first of all,positive
first of all,positive
first of all,positive
first of all,positive
first hand experience with this product is quite good. it does the task with ease. will use this product more than 1 month then will edit this review. but for now the product is simply amazing at this price range.,positive
first fall i was take as buy a acer tv,positive
first fall i was take as buy a acer tv,positive
first charge problemsecond motor proble,neutral
first ad foremost money wise and then most importantly quality wise. used it for 2 weeks and the casing came off and i cant seem to click it back into place,neutral
finger print is good for this phone battery life is excellent and camera quality too.,positive
fine!!,positive
fine product not much happy but... better than nothing,neutral
fine grinding,positive
fine  good to use,positive
finally,positive
finalised this product after a lot of research. it works well. go for it.,positive
filters well,neutral
filter not effective,neutral
files transfer oksuper fast charging cable goodmeets my expectation.,neutral
felt quite sturdy,positive
felt quite sturdy,positive
felt quite sturdy,positive
felt happy to see dell on its body; i think it is genuine. it worked from day one; future will tell how long it satisfies me. 'am using it with an old laptop.,positive
feels weighty but not in a wrong way. the battery adds to it's weight,positive
feels strong and wont get damaged even if it was to fall from table height. the battery life is too good if used without leds. with leds it will last around 2.5 to 3 hours only. without led more than 5 hours for sure. dont expect too much bass and overal sound quality is good for what one is paying. justifies he price. initially i was using jbl go (version 1) but surely i can say jbl was way too better with bass than this one but obviously jbl wa double the price. go for it if u want a desent sound quality with fancy led lights. overall 4 star.ps- the size is actually larger that what it feels in the pictures.,positive
feels smooth and premium. i give it a 4 star considering the below points..also,positive
feels premium. touch sensitivity is good,positive
feels premium,positive
feels like a premium desk mat compared to the other mats i had tried from amazon and the color scheme is also well thought out. very easy to clean as well since the surface is kind of slippery and not very soft.,positive
feels cheap however,positive
fedus usb 3.0/2.0 male a to female a extension cable  orstorite 2 pack usb 3.0 male a to female a extension cable.i have my extension cable from the laptop usb port hanging from the tubelight and this increased my bt range to 25-50 feet radius. only my kitchen work area which has 3 walls and 30 feet distance the connection intermittant.oneplus bullets wireless z bass edition (reverb red),positive
fed up of buying those exaggerated priced tempered glasses and looking for near by shops to apply it.this product is priced for its value and lesser than other products in the market.bought this product after scrolling for the best on amazon and ordered it. honestly i was never satisfied with any other product like i had with popio product. a big thanks to the team!bonus is diy. i never tried anything self before but after following their guide and videos i was able to do it right at first time. i really felt diy is convenient and no need to worry about finding near by stores who could help us apply/install it.,positive
fast cook,positive
fast charging.there are some niggling software issues and do not forget password (pin),positive
fast charging.there are some niggling software issues and do not forget password (pin),positive
fast charging.there are some niggling software issues and do not forget password (pin),positive
fast charging. very good product in this price. i have iphone 13. its take 1 and half hour for full charge.,positive
fast charging. can be charged both with mico usb or usb type c. looks nice and very compact,positive
fast charging.,positive
fast charging.,positive
fast charging.,positive
fast charging upto 25watts 2m in length and really durable.bought it like the 4th time passed down my older cables to family members all still in working state.,positive
fast charging upto 25watts 2m in length and really durable.bought it like the 4th time passed down my older cables to family members all still in working state.,positive
fast charging upto 25watts 2m in length and really durable.bought it like the 4th time passed down my older cables to family members all still in working state.,positive
fast charging upto 25watts 2m in length and really durable.bought it like the 4th time passed down my older cables to family members all still in working state.,positive
fast charging upto 25watts 2m in length and really durable.bought it like the 4th time passed down my older cables to family members all still in working state.,positive
fast charging,neutral
fast charging,positive
fast charging,positive
fast charging,positive
fast charging,positive
fast charging,neutral
fast and smooth,positive
fast and smooth,positive
fast and smooth,positive
fast and smooth,positive
fast and smooth,positive
fast and smooth,positive
fantastic remote cover to buy. it fits the lg 2022 model's uq80 as well...a very good product.,positive
fantastic product and it matches the product description and features that was shown in the review.,positive
fantastic performance and reduced boot time with my lenovo s145,positive
fan was well built and value for money. the noise at the top speed is kinda loud. (can't complain with this price.),positive
fan speed,positive
fan safety grill clamp very low quality plastic,neutral
fan is slightly noiseoperating switch is too hard for aged person,positive
fairenough looking at price tag.,positive
fair product,neutral
fabulous product,positive
extremely poor quality with no manufacturer's identity. useless product. i advise everyone to not buy this product.,neutral
extremely happy with quality and sturdy,neutral
extremely good value formoney,positive
extremely effective product and very decently priced.,positive
extremely durable and efficient for car,neutral
exterior paint got easily scratched,neutral
extent,neutral
extent,neutral
extended by other high end hdmi cable to a epson projector. i tried to reset nvram & reset the system magement controller (smc) of the macbook but neither worked. at last purchased this amazon basics cable and now it connects without any flickering and displays all hd content played on youtube,positive
expensive product,positive
expensive,positive
expensive,positive
expensive,neutral
expected too much but sound quality is good but bass is not that great. overall good product,positive
expected a better product from jbl. the bass is quite low and has some disturbance also.,neutral
expect it will last long,positive
expect it will last long,positive
expect it will last long,positive
exllent,positive
exllent,positive
exllent,positive
exercise,neutral
excitedly we got to assemble the unit which was a fairly easy task,positive
except when you connect certain devices with newer hardware.i have a smaller unit installed in another room and always used to watch movies on that speaker unit. but after listening to this one,positive
except the extension pipe was so weak that it gets crumpled when it comes in contact with any object.,neutral
except that the coating is fragile and some of it came out when i used a metal utensil on it while it was still hot. except for that issues,neutral
except noise everything looks good. very irritating noise.,positive
except minor noise,positive
except customer support remaining all it's good. value for money. easy to install.,neutral
excellent.working super,positive
excellent tool for kids in learning,positive
excellent quality,positive
excellent purchase. feeling the videos are little bit darker. any body can help me to set it in a good clarity video. like which mode i have to select,positive
excellent product....very good juicer machine for all fruits and vegetables.easy to use and very helpful.,positive
excellent product. love u,positive
excellent product. avoid local market product for such premium phones 100% value for money,positive
excellent product pls buy.,neutral
excellent product,positive
excellent product,positive
excellent product,positive
excellent product,neutral
excellent product,neutral
excellent product,positive
excellent product,positive
excellent product,neutral
excellent keyboard.  keys are big and comfortable.  keyboard is super silent.  keyboard is compacter tahn a full size keyboard.  only con is the mouse which is super small even for my average size palm.  otherwise,neutral
excellent heat distribution,positive
excellent for mouse,neutral
excellent experienceworks well with ipad pro 11 inch (2022)good battery lifeno need to buy overpriced apple pencil,positive
excellent experienceworks well with ipad pro 11 inch (2022)good battery lifeno need to buy overpriced apple pencil,positive
excellent,positive
excellent,positive
excellent,positive
excellent,positive
excellent,positive
evry thing was perfect,positive
everythings good but cells die within a couple of month.,neutral
everything was good. just issue i found with the rubber. which is used to tighten this. but i replaced that with my old one. rest all good.,positive
everything ok...but it has some metallic smell even after using for 2 weeks...cord length is same as many brands,positive
everything is so good.really would recommend,positive
everything is perfect. overall value for money product.long review - i have experience other company speakers like jbl and sony and had decided to buy those,positive
everything is perfect except if you pull the tripod to a long hight,neutral
everything is perfect - the sturdiness,neutral
everything is okgo for iteasy to use,positive
everything is okay. but packaging is not good feeling like seller gave is used cable.,positive
everything is okay. but packaging is not good feeling like seller gave is used cable.,positive
everything is okay. but packaging is not good feeling like seller gave is used cable.,positive
everything is okay. but packaging is not good feeling like seller gave is used cable.,positive
everything is okay but its increasing heat at working.,positive
everything is ok,neutral
everything is nice except range!,positive
everything is nice but brush is not value for money.,positive
everything is nice,positive
everything is great. i love this.,positive
everything is good as i've used like a lot of earbudss nd this one i found is quite ammusing.....like i didn't get the nice range quality as in my device never cncts wid every wireless device..... but it connected wid my device nd it works swesome,neutral
everything is fine with the product.,neutral
everything is fine in this product but the only cons for this product is once you heated water it doesn't maintain that temperature and gets cold very soonother than that everything is great like design,positive
everything is fine except voice control. however w.r.t. price of voice controlled remotes,positive
everything is fine but the power chord is too short,neutral
everything is fine but sound quality should be little bit more enhanced. after viewing the price it is also good,neutral
everything is fine but it's bit dark and stickey.it's good.,positive
everything is fine but it is bulky and hard,positive
everything is fine but it is bulky and hard,positive
everything is fine but it is bulky and hard,positive
everything is fine but it is bulky and hard,positive
everything is fine but it is bulky and hard,positive
everything is fine about the product,neutral
everything is fine,positive
everything is best but build quality is avg,neutral
everything great from packaging to cable quality,positive
everything fine,neutral
everything,positive
everything,positive
everybody complaining about the earpads i dont know why,neutral
every one will like and feel comfortable when the phone holder is little slope...that comfort is not there... and i added the picture of my vision of the phone on the holder...too straight...it is difficult to see and write... the phone holder is the main purpose for what i buy this... but that is not suitable for me...but the quality of the table is good...,positive
every easy to use no need of much water and has an auto off option so don't have to keep and an eye on itreally love this product,positive
everage productcompair to prize,positive
ever since i have been using it,positive
even with very little use. i have only used this product twice so far,positive
even when one mobile is charged at one time.,neutral
even when one mobile is charged at one time.,neutral
even though they said it's a 50 mp camera it's doesn't take that sharp picture. so you're not thinking about camera it's a good choice for this much amount. it's also have a problem with 5g(jio) connectivity.,positive
even though they said it's a 50 mp camera it's doesn't take that sharp picture. so you're not thinking about camera it's a good choice for this much amount. it's also have a problem with 5g(jio) connectivity.,positive
even though they said it's a 50 mp camera it's doesn't take that sharp picture. so you're not thinking about camera it's a good choice for this much amount. it's also have a problem with 5g(jio) connectivity.,positive
even plug not provided,positive
even low cost blenders in market are providing.else the product is ok,positive
even light switch on-off noise,neutral
even it supports wireless charging that's make it amazing and battery is also to good . osm product and i didn't faces any ancidental power off as other pencils it's cool and automatic swich off in it's idel time save battery it like all rounder i can made a note and draw the paintings and so many other things .i am a student it's saves moeny it's best in one forth price of original one cool......,positive
even it supports wireless charging that's make it amazing and battery is also to good . osm product and i didn't faces any ancidental power off as other pencils it's cool and automatic swich off in it's idel time save battery it like all rounder i can made a note and draw the paintings and so many other things .i am a student it's saves moeny it's best in one forth price of original one cool......,positive
even if you do not have a digital output or rca you can still use it. bit bit flimsy and delicate. but then you don't need to move it around everyday.,positive
even high end earphones lack those nowdays. but the button enclosure feels like cheap plastic and will break easily. it has huge drivers don't get me wrong 14mm for earphones this price is no joke. the bass is also quite good. go for it only if you have budget restraints.,neutral
even can be used with inverter in places where power cut is a problematic issue.,positive
even after selecting a branded product(lenovo),neutral
even after closing/zipping. really good one. love !!! love !!!,positive
etc.warning  => not for gaming.,positive
etc. can take a bit of time to pair two devices. but the manual in the box helps.sound quality over aux cable too is good. so,positive
etc for a luxurious vibe. nice as it doesn't operate on battery but electric charge. i feel the price might look steep,positive
etc etc men who use t shirts and nylon rich trousers. otherwise,positive
etc,positive
especially the threader,neutral
especially on printed shirts.,positive
especially it uses less power nd gives sufficient heating,positive
especially if you're living in hostels,positive
especially if you are travelling. also,positive
esme ek choti torch jaisi light add karke thoda price badha den to mast raho 10,positive
esme ek choti torch jaisi light add karke thoda price badha den to mast raho 10,positive
ery good build quality and performance. it works well with my hp laptop. the hdmi jack fits with a satisfying click into the laptop,positive
equipped with reverse osmosis,positive
entire product including the beating machine nd other pair of dough hooker is absolutely perfect but the important pair of steel beater is really poor in quality..a rusty pair of beater 've been delivered nd that's too very disappointing... i rather doubt whether they are made of actual steel or not. i would have really appreciate if the quality of beaters can be improved coz the entire product other than this justifies it's value,positive
ensure there is no water on the floor or spraying on/around it. just heat the bathroom and then move away the heater before using the bath area!!!!,positive
enough loud at 50-60% volume. bass is also ok. mic quality is also good in indoor condition. receiver can clearly listen to you. i didn't use it in noisy environment or in outdoors. company claims there is low latency while gaming,neutral
enough brightness but there is no control to turn off or dimmable from the led light. like mi led light have option to dim and switch off. but it doesn't have,positive
enlarged folder & lot more.)> daily data usage is available in the notification panel and need not be reset daily unlike earlier.> slight improvement in the front ambient light sensor.> ability to play videos in the background & screen off as well (even for youtube)  (really a welcoming & longing feature,positive
enlarged folder & lot more.)> daily data usage is available in the notification panel and need not be reset daily unlike earlier.> slight improvement in the front ambient light sensor.> ability to play videos in the background & screen off as well (even for youtube)  (really a welcoming & longing feature,positive
enlarged folder & lot more.)> daily data usage is available in the notification panel and need not be reset daily unlike earlier.> slight improvement in the front ambient light sensor.> ability to play videos in the background & screen off as well (even for youtube)  (really a welcoming & longing feature,positive
energy efficient and easy to install. attains max temp in about 25 mins from room temp. value for money.post purchase service is very good.electrician from the company installed it very next day upon delivery.,positive
energy efficient,positive
energy efficiency is ok not good,positive
emails on my android tablet at the same time. nowadays i can't stop using this feature since i have my phone,positive
else overall picture quality is good. smart tracking works good.you can share this device up to total 06 persons.two way communication is not so good.mobile application is also good but use of pan and tilt option is taking time to take in effect.some times camera missed recording of motion and human detection.it works only on 2.4ghz network.ethernet port is given for wired network.to operate this camera you must have strong 2.4 ghz network.it does not work well on mobile data network as it laps frequently and taking time to load live and recording.if you don't have internet than still camera records,positive
else it's fine..,neutral
elegant in looks,positive
electry consumption is hig,positive
electric wire is too short..it should be expanded for easy of use.....,positive
either hot (60 degree centigrade) or cold (same like your water tank temperature).i thought,positive
eggs are boiled less and vice versa.overall a nice and handy product,positive
efficient working.,positive
efficiency is good,positive
effective product for this price range,positive
edu lovers only ....,positive
edit: this doesn't change my review (actually,positive
economically good product,neutral
econamical,neutral
eco dot 3rd,positive
eat easily fit in ears and light weight,positive
easy-to-use,positive
easy to wash. best grinder quality,positive
easy to usetime takingbut cleans clothes,positive
easy to use.......,positive
easy to use...,positive
easy to use.. i like this product,positive
easy to use.*but do remember there is no existing button to set hard,positive
easy to use. the grilling function is also wonderful. but the exterior metallic finish picks up finger marks and other spots which tend to become permanent. cleaning them is almost impossible.,positive
easy to use. but we can't use continues ly.... signal breaks suddenly,neutral
easy to use. but there is a misleading information on amazon about warranty,positive
easy to use.,positive
easy to use product (i used it for the first time without knowing the know-how of its use). cleans almost 90% of your mess inside the car. highly recommended.,neutral
easy to use only thing is temperature control could be little better compared to phillips and pressing needs more weight to be applied compared to phillips.,positive
easy to use n clean i am satisfied,positive
easy to use i recommend to this product shakti s5 to all,positive
easy to use but voltage consumption 3 kw it's. too much,neutral
easy to use and super easy to clean,positive
easy to use and sound bit high. but all the jar lid is not good so cheap quality lid,positive
easy to use and since we bought it a two weeks before .,neutral
easy to use and saves time in cooking. good to buy good if cost is below 600.,positive
easy to use and nice product. but cream stucks in it sometimes,neutral
easy to use and low sound hearing good look,positive
easy to use and install,positive
easy to use and fast to upload. cost is slightly high.,positive
easy to use and easy to handle,positive
easy to use and easily portable. comes with strong and good build quality.must buy for gym lovers and frequent boiled egg eaters.go for it !,positive
easy to use and comparatively less cost.,positive
easy to use and clean. can make a range of waffles,positive
easy to use and clean,positive
easy to use and carry,positive
easy to use and all types of clothes,positive
easy to use,positive
easy to use,positive
easy to use,positive
easy to use,positive
easy to use,positive
easy to use,neutral
easy to use,positive
easy to use,positive
easy to use,positive
easy to use,positive
easy to use,neutral
easy to use,neutral
easy to use,positive
easy to use,positive
easy to use,positive
easy to use,positive
easy to use,positive
easy to use,neutral
easy to use,positive
easy to use,positive
easy to use,positive
easy to use,positive
easy to use,neutral
easy to use,positive
easy to use,positive
easy to use,neutral
easy to use,positive
easy to use,positive
easy to use,neutral
easy to use,positive
easy to use,positive
easy to use,positive
easy to use,positive
easy to use,neutral
easy to use,positive
easy to to use,positive
easy to prepare sandwiches of any thick.,neutral
easy to make milkshakes and diet smoothies..useful.,neutral
easy to make any kind of juice,positive
easy to maintain,positive
easy to install.working great,positive
easy to install.,positive
easy to install ok signal,neutral
easy to install ok signal,neutral
easy to install and with good quality adhesive. perfectly fit on the screen,positive
easy to install and performance under observation.request to hold return instruction and reordering for replacement,positive
easy to install and operations,positive
easy to install and good water heating,positive
easy to install & value for money,neutral
easy to install,neutral
easy to install,neutral
easy to install,positive
easy to install,positive
easy to hold but not water resistant. can say value for money,positive
easy to hold and to good in this price,positive
easy to hold and handle,neutral
easy to hold,positive
easy to handle..worthy..,neutral
easy to handle......,positive
easy to handle and comparatively nice blender then others.decent price,positive
easy to handle,neutral
easy to flex,positive
easy to connect,neutral
easy to clean. cord length is sufficient. steel body looks a bit fragile. overall good product,neutral
easy to clean.,positive
easy to clean with a convenient stand to park it when not in use. no hassle of wires or charging. simply insert two aa batteries and you are good to go - best results with duracell.attractive and secure packaging. express delivery. very satisfied!,positive
easy to clean and use really a good one..,neutral
easy to clean and good air flow. the silent mode will be more than sufficient if it is pm that you're trying to get rid of. the purifier is so effective that it draws out moisture also so do not be surprised if you feel a dry throat in the morning. i run it for a few hours in silent mode and then switch it off to avoid the dehumidifier effect. worth the price and great customer service.,positive
easy to clean and assemble,neutral
easy to clean,positive
easy to clean,positive
easy to clean,positive
easy to clean,neutral
easy to clean,positive
easy to carry and easy to use or traveling..,neutral
easy to carry,neutral
easy to carry,positive
easy to carry,positive
easy to available in market at 150. overpriced and average build quality.,neutral
easy to attach with usb cable. bought total 12 pieces in rs99. loved it,positive
easy to attach with usb cable. bought total 12 pieces in rs99. loved it,positive
easy to assemble and use.,positive
easy to assemble,positive
easy to apply and no bubbles. for rs 150 they send 2 units which is amazing too. satisfied with the purchase !!,positive
easy installation process,positive
easy installation and easy,positive
easy folding. convenient to user. working place is little bit congested and the stability is horrible. though user friendly. like this product.,positive
easy clean,neutral
easy and handy.,neutral
easy and handy to operate,neutral
easy 360 degree rotation.mobile holder also pretty tight.,positive
easy,positive
easily operate and many function so easy clean every corner and whole place,positive
ease of use,positive
earphones were not plugged in.. ). it was on my neck. but there was no water ingress.now the major problem kicks in . after 10 months left speaker was not working. so,positive
earphone has good sound quality,positive
earlier airtel tv remotes had larger keys which were easy to navigate. wish airtel could make that happen.,neutral
earbuds not with the full 100% charg whenever i take out them from the charging box. always shows start with 90%. also not so much fitted in the ears even changing with the eartips. why company is not giving the refund option?,neutral
ear fittting depends;was cousing pain at first,neutral
e.g. steaming.  a steel rack is given,positive
dust resistant. only issue i think of its heavy by normal fan standard. fans are easy to install but no remote control. price is little high i think for this it should be around 2300-2700 rupees.,positive
dust free.can improve the screen brightness n font visibility,neutral
during winter it keeps room temperature hot which reduced cold. we really enjoy the product,positive
during the gif sale received the tv in 13299 which is just wow price.4. sound quality is good.5. android 11 is good and the extra feature which i find beneficial when compared to my old android 9 tv is the voice search feature which now search the content from another apps also after giving permission which is not working on android 9 tv.6. bluetooth remote with some extra feature. bought the tv as already have the tcl s6500 32 inch model back in 2018 when it is launched and tv is working flawlessly and since did not encountered any issue so bought this brand tv again when required second tv.improvement :-1. bluetooth remote should have the all apps button on remote instead of tcl menu which my previous android s6500 tv have,positive
during an outage. normal router can be supported by up to 2-3 hours on this,positive
duracell never disappoint you,positive
durable life,positive
durable but little slow,neutral
durable and strudy,positive
durable and quality products. essential for multi purpose use.,positive
durable and good buy for the money..,positive
durable and compact,positive
durability n quality is absolutely good.,positive
durability is good for the price4) price is too expensive when compared with other top brands (so,positive
durability and sturdiness. much recommend!!,positive
durability and sturdiness. much recommend!!,positive
durability,neutral
due to which have to move with some extra click which is annoying for my parents to use.2. in bluetooth remote they provide some extra button to move directly to youtube,positive
due to this cloths cant be iron properly,positive
due to the long handles.hence difficult to store inside containers.,positive
dry substances,positive
dry chutney etc. go for it,positive
dropbox or onedrive.. no recovey tool included.. i think it is a paid service ..not sure about the last one..cant say about the software experience on onetouch.. didnt see it.. but it includes 3 months adobe cc if you are into this..**reliability**now the big part.. this is the only reason  i bought this one.. otherwise i would no doubt go for the onetouch.. seagate drives tend to fail twice as much as wd drives.. so i could not take risk.. many claim seagate has now learnt from their mistake and d is falling behind by staying in the top spot.. cant say about the first sentence,positive
drag and drops,positive
double blade option works fantastic... body is sturdy... chops stuff super fast and super fine...,neutral
dosa batter,positive
don't wait to juice your fruits from sujata. this variant is powerful and effortless. just that it is delicate to calibrate the juicer to the motor,positive
don't sale other waste of money,neutral
don't misread into the installation charges. you will be in for a surprise with discrepancies on installation charges. please ensure you check with lg installation service team before hand.,positive
don't know probably an issue with my psu or something,positive
don't know how to measure it but works good with my 25wats brick.,neutral
don't go for costly products as it is available in a reasonable price and it has so many great features. i'm happy with it,positive
dont even think of buying this by just looking at the cheap price of this product as it has been made by cheap quality plastic which can not protect your cables as it is not at all sturdy so please dont buy,positive
dont even think of buying this by just looking at the cheap price of this product as it has been made by cheap quality plastic which can not protect your cables as it is not at all sturdy so please dont buy,positive
don't buy.,positive
don't buy this product,neutral
don't buy this phone buy if you are aged at 40 + this phone is not for younger generation. phone useful features are youtube whatsapp calls only.,neutral
don't buy this item. sound quality of this earbuds make my ears bleed. it gives a certain static sound when it's silent. only flashy thing is its got led. other than that at this price point you can get others. don't go for it. genuinely.,neutral
don't buy this item. if you pierce egg it will outflow through the hole you made. and if you don't pierce the egg it bursts. whenever you go for boiling of eggs,positive
don't buy it because 10-11 day it will work well after that it start heating more and more,neutral
don't buy for calling purpose.. voice not delivered properly to hearing other side.. you should by best earphone in local market.,neutral
dont buy any other cheap cables. prefer the branded ones,neutral
dont buy any other cheap cables. prefer the branded ones,neutral
don't buy,neutral
done the job but value high.,positive
doing it's best in this price range..,neutral
doesn't work on sand. though the suction is very good,neutral
doesn't work on fleece blankets. adhesion is not very good.,neutral
doesn't stay more than 1 month,positive
doesn't provides surround sound,positive
doesn't perform. the machine gets jammed every time.,neutral
doesn't perform like an original.,neutral
doesn't look like waterproof material.n small in size,positive
doesn't look as standard and durable as original product,neutral
doesnt clean the lint completely but enough to not be spotted from the viewers point of view,positive
doesn't always stay at the neck of the cable,positive
doesent heat room properly. it is not able to hear my small sized room . i think you should go for rod heating heater,positive
does what it says. works well to connect two bluetooth devices to any other device like a laptop,positive
does what it says. excellent product,positive
does what it says especially to mention about their customer service and replacement policy which is too good with 1 year warrenty. kudos to the team!,positive
does what it promises. ceramic coating.peoduct designers did not make a single sandwich with this. product usage images and actual usage does not match. the hinge mechanism is flawed and will result in flat sandwiches. if you force the hinge/ clip to shut,positive
does what it claims to do. quite economical. will definitely buy again.,neutral
does the work,positive
does the needful. was easy to assemble and it's technology is really getting the juice from the fruits or vegetables properly and there is very less waste.,positive
does the job. good value for the money paid,neutral
does the job well. however,positive
does the job well.,positive
does the job well and even after placing directly on the stove there is no discolouration. steel quality is upto mark.,positive
does the job well,neutral
does the job decent suction power,positive
does the job but a bit wobbly for bigger laptops,positive
does not have light in letter so it is hard to type and play,positive
does not have enough oomph and quickly loses power. makes you wonder whether it really is duracell. such is the life of the batteries. indeed firs the name- chitra power,positive
does not give a fine mist but a stream of small droplets. i believe it's good if you want something in this range,positive
does its job well. will update my review after using a couple of months.,positive
does all it says.,positive
does all it says,positive
do not work after 15 days,positive
do not go for this .beacuse it says 5gbs transfer speed but it has a very slow speed in comparison to the original cable i got from seagate company. my original cable shows the cut and copies speed to ssd like 30 to 150mbs ps per second. but this cable does around 10 to 80mbs  mostly. the cable is also very thin in size,positive
do not go away without getting it. its a wonderful product. you have to use it to know how great it is! if i could give 10 stars,positive
do get your faulty one replaced if you get it though.,positive
display is smaller than the watch. my watch is not center alligned. limited number of watch face. sometimes tends to call on recent number with false touch. phone book should be a little larger than 8 numbers.,positive
display is smaller than the watch. my watch is not center alligned. limited number of watch face. sometimes tends to call on recent number with false touch. phone book should be a little larger than 8 numbers.,positive
display is smaller than the watch. my watch is not center alligned. limited number of watch face. sometimes tends to call on recent number with false touch. phone book should be a little larger than 8 numbers.,positive
display being amoled,positive
dislikei have a ink pot of pilot andi was thinking to buy the parker one,positive
dislike:1) no remote control 2) noise level highlike:1) worth for money 2) easy to assemble 5) ok good product tq,positive
dislike: geting hot itself in 2 minutes and let other pendrives getting hot also.,positive
dislike: geting hot itself in 2 minutes and let other pendrives getting hot also.,positive
dislike the product as it doesnt have pointer option,neutral
dislike product also not return its only replacement,neutral
dislike,positive
dislike,neutral
disadvantages:- a transparent jar does not sit tightly.  even after replacing the first mixer.  the second replacement came exactly the same.does not seem to affect the work.makes smoothies great! i hold the bowl with my hand,positive
disadvantage:build quality is very poor - light weight plastic finishing.if children handles the product more carefully.brightness very poor.skin or finger touch also writing the lcdadvantage:price is valuablelock button is useful one,positive
disadvantage - the sound and video lag with distance while connecting bluetooth with headphones.pairing with headphones difficult (need to wait long)feels volumes low.,positive
difficult to use it.,neutral
didn't work at all ..faulty,positive
didn't verified for water resistant . but product is good,positive
didn't have to do any setup. there's an extender cable so you can place this in a comfortable place. get the model with antenna because otherwise you'll have range problems if you're not directly in line of sight from your wifi router.,positive
didn't have to do any setup. there's an extender cable so you can place this in a comfortable place. get the model with antenna because otherwise you'll have range problems if you're not directly in line of sight from your wifi router.,positive
didn't have to do any setup. there's an extender cable so you can place this in a comfortable place. get the model with antenna because otherwise you'll have range problems if you're not directly in line of sight from your wifi router.,positive
didn't get the whisking blade. amazon has only the option to return the product. the product is good hence i only want the whisking blade sent to me.,positive
did take this product on a trip. it's good but i was always afraid whether it's going to fell from the stand. the holder is clumpsy,positive
did take this product on a trip. it's good but i was always afraid whether it's going to fell from the stand. the holder is clumpsy,positive
did not work with my led tv model kdl 46ex520want to return,neutral
dialogues and background music/chatter is also clearnot harsh at all (thumbs up)looks are okay,neutral
diagrams and the like as there's division after 24 pages and you can't write as much in depth. definitely good still!,positive
devices with bags tend to get chocked now and then,positive
device was sturdy and handy,neutral
detail review after 3 months of usage..,positive
despite being affordable,positive
design of the keyboard and mouse lenght of the wire is short.,neutral
design and hence operation are superb!,positive
deserves the purpose.,neutral
descent product. i purchased this product on apr 2022 and still using it without any issues.,neutral
descent product. exactly the way u wanted. simple to look and transparent. ordered for blue colour iphone,positive
delivery was on time as mentioned by amazon - so keep it up.the product is kind of gift so not having much info or data in hand but whatever is shared i put it on here.the product is used twice so limited information at presentthe product is just ok.it is not a replacement to iron and cannot be considered so. yes,neutral
delivery was on time,positive
delivery was fast but the product quality is just fine not very promising.issue: the battery got struck into the remote,positive
delivery and pickup super but the person who pickup the product dealt rudely with product,neutral
delivered in time. package was in good condition,positive
definitely isnt as good as the original cord but works. fast charging and pretty sturdy,positive
definitely isnt as good as the original cord but works. fast charging and pretty sturdy,positive
definitely isnt as good as the original cord but works. fast charging and pretty sturdy,positive
defective product. imperfectly stitched. it is a useful and good quality product,positive
defective product,neutral
deducted 1 star due to main pipe slightly dented and working time could have been a little more rather than 27 minutes.,positive
decorative,positive
decided to settle with philips ac2887/20. not sure how accurate is the pmi number it is displaying,positive
decent weighing scale,positive
decent replacement cable for my aging external hdd. works at usb 3.0 speeds,positive
decent product for home,positive
decent product,positive
decent performance,positive
decent one for the price. so far no issues,neutral
decent in low light with night mode.3. 67w charger is very efficient. phone gets fully charged within 40-45 mins from below 10% battery levels. battery backup is decent,neutral
decent in low light with night mode.3. 67w charger is very efficient. phone gets fully charged within 40-45 mins from below 10% battery levels. battery backup is decent,neutral
decent in low light with night mode.3. 67w charger is very efficient. phone gets fully charged within 40-45 mins from below 10% battery levels. battery backup is decent,neutral
decent fan,positive
decent charging cable for the price. this does not carry data. also the retractor is not that great. within a few uses it stops retracting unless you hold both ends and try to pull. no issues in charging,neutral
decent battery.remember,positive
decent bass too,neutral
decent,positive
dealing with amazon was a pleasant experience; the goods were delivered on time and in proper condition. both the packing and the goods were excellent. it seems sturdy and has enough room for any standard-sized hard disc or external ssd. it is ideal for all types of portable storage devices.,positive
dealfreez full wrap silicone remote cover case compatible for 3rd gen fire tv stick is an excellent product,positive
deal is very good if you increase a price little bit and zip then also i can buy this again,positive
data transfer speed is very faster than expected. it runs very smoothly and size is very small. so its easy to cary and moving.,positive
data transfer and durability is simply awesome,positive
data transfer and durability is simply awesome,positive
data supply etc. just go for it,positive
data supply etc. just go for it,positive
data supply etc. just go for it,positive
dash charge stopped working on 15 september 2019... within 2 months...but.... when i contacted them on the given whatsapp number,neutral
damig,neutral
damage product deliveredtwo times,positive
cuz it will damage the sensor,neutral
cushion grip is coming out,positive
curvy edge is making it hard to stay on the bed,neutral
current problem in water,neutral
cup to pour water must have been included,positive
crispy food.,positive
crisp and clear balanced sound.good bass for its size.value for money,positive
create too much noise,neutral
cp plus all cameras is best,neutral
covered under 2 year manufacturer warranty.cons -1. fits too tight in usb port,positive
cover is sturdy but gets yellow within 10-12 days,positive
